ID	Parent_ID	SampleType	NCBITaxonomy	Type	NCBIRank	Group_Size	Interventions	Community_composition
germ_free_Mus musculus_uterus	3384402	germ_free_Mus musculus_uterus				20	germ_free	
germ_free_Mus musculus_cecum	3384402	germ_free_Mus musculus_cecum				29	germ_free	
germ_free_Mus musculus_uterine cervix	3384402	germ_free_Mus musculus_uterine cervix				0		
germ_free_Mus musculus_liver	3384402	germ_free_Mus musculus_liver				20	germ_free	
germ_free_Mus musculus_duodenum	3384402	germ_free_Mus musculus_duodenum				24	germ_free	
germ_free_Mus musculus_ileum	3384402	germ_free_Mus musculus_ileum				28	germ_free	
germ_free_Mus musculus_lung	3384402	germ_free_Mus musculus_lung				20	germ_free	
germ_free_Mus musculus_jejunum	3384402	germ_free_Mus musculus_jejunum				24	germ_free	
germ_free_Mus musculus_mouth	3384402	germ_free_Mus musculus_mouth				4	germ_free	
germ_free_Mus musculus_ear	3384402	germ_free_Mus musculus_ear				8	germ_free	
germ_free_Mus musculus_esophagus	3384402	germ_free_Mus musculus_esophagus				16	germ_free	
germ_free_Mus musculus_trachea	3384402	germ_free_Mus musculus_trachea				16	germ_free	
germ_free_Mus musculus_kidney	3384402	germ_free_Mus musculus_kidney				16	germ_free	
germ_free_Mus musculus_adrenal gland	3384402	germ_free_Mus musculus_adrenal gland				0		
germ_free_Mus musculus_vagina	3384402	germ_free_Mus musculus_vagina				8	germ_free	
germ_free_Mus musculus_thymus	3384402	germ_free_Mus musculus_thymus				4	germ_free	
germ_free_Mus musculus_stomach	3384402	germ_free_Mus musculus_stomach				12	germ_free	
germ_free_Mus musculus_brain	3384402	germ_free_Mus musculus_brain				16	germ_free	
germ_free_Mus musculus_foot	3384402	germ_free_Mus musculus_foot				16	germ_free	
germ_free_Mus musculus_pancreas	3384402	germ_free_Mus musculus_pancreas				12	germ_free	
germ_free_Mus musculus_gallbladder	3384402	germ_free_Mus musculus_gallbladder				8	germ_free	
germ_free_Mus musculus_ovary	3384402	germ_free_Mus musculus_ovary				8	germ_free	
germ_free_Mus musculus_heart	3384402	germ_free_Mus musculus_heart				16	germ_free	
germ_free_Mus musculus_feces	3384402	germ_free_Mus musculus_feces				169	germ_free	
germ_free_Mus musculus_urinary bladder	3384402	germ_free_Mus musculus_urinary bladder				0		
germ_free_Mus musculus_skin	3384402	germ_free_Mus musculus_skin				8	germ_free	
germ_free_Mus musculus_blood	3384402	germ_free_Mus musculus_blood				5	germ_free	
3384547	8	pregnancy				2748		
3384548	3384247	10090|Mus musculus_Jejunum_contents				0		
3384549	3384247	10090|Mus musculus_Jejunum_contents_0				0		
3384550	3384247	10090|Mus musculus_Jejunum_contents_12				0		
3384551	3384247	10090|Mus musculus_Jejunum_contents_16				0		
3384552	3384247	10090|Mus musculus_Jejunum_contents_20				0		
3384553	3384247	10090|Mus musculus_Jejunum_contents_4				0		
3384554	3384247	10090|Mus musculus_Jejunum_contents_8				0		
3384555	3384247	10090|Mus musculus_blood				0		
3384556	3384247	10090|Mus musculus_blood_0				0		
3384557	3384247	10090|Mus musculus_blood_12				0		
3384558	3384247	10090|Mus musculus_blood_16				0		
3384559	3384247	10090|Mus musculus_blood_20				0		
3384560	3384247	10090|Mus musculus_blood_4				0		
3384561	3384247	10090|Mus musculus_blood_8				0		
3384562	3384247	10090|Mus musculus_brain				0		
3384563	3384247	10090|Mus musculus_brain_0				0		
3384564	3384247	10090|Mus musculus_brain_12				0		
3384565	3384247	10090|Mus musculus_brain_16				0		
3384566	3384247	10090|Mus musculus_brain_20				0		
3384567	3384247	10090|Mus musculus_brain_4				0		
3384568	3384247	10090|Mus musculus_brain_8				0		
3384569	3384247	10090|Mus musculus_cecal_contents				0		
3384570	3384247	10090|Mus musculus_cecal_contents_0				0		
3384571	3384247	10090|Mus musculus_cecal_contents_12				0		
3384572	3384247	10090|Mus musculus_cecal_contents_16				0		
3384573	3384247	10090|Mus musculus_cecal_contents_20				0		
3384574	3384247	10090|Mus musculus_cecal_contents_4				0		
3384575	3384247	10090|Mus musculus_cecal_contents_8				0		
3384576	3384247	10090|Mus musculus_cecum				0		
3384577	3384247	10090|Mus musculus_cecum_0				0		
3384578	3384247	10090|Mus musculus_cecum_12				0		
3384579	3384247	10090|Mus musculus_cecum_16				0		
3384580	3384247	10090|Mus musculus_cecum_20				0		
3384581	3384247	10090|Mus musculus_cecum_4				0		
3384582	3384247	10090|Mus musculus_cecum_8				0		
3384583	3384247	10090|Mus musculus_colon				0		
3384584	3384247	10090|Mus musculus_colon_0				0		
3384585	3384247	10090|Mus musculus_colon_12				0		
3384586	3384247	10090|Mus musculus_colon_16				0		
3384587	3384247	10090|Mus musculus_colon_20				0		
3384588	3384247	10090|Mus musculus_colon_4				0		
3384589	3384247	10090|Mus musculus_colon_8				0		
3384590	3384247	10090|Mus musculus_colon_contents				0		
3384591	3384247	10090|Mus musculus_colon_contents_0				0		
3384592	3384247	10090|Mus musculus_colon_contents_12				0		
3384593	3384247	10090|Mus musculus_colon_contents_16				0		
3384594	3384247	10090|Mus musculus_colon_contents_20				0		
3384595	3384247	10090|Mus musculus_colon_contents_4				0		
3384596	3384247	10090|Mus musculus_colon_contents_8				0		
3384597	3384247	10090|Mus musculus_feces				0		
3384598	3384247	10090|Mus musculus_feces_0				0		
3384599	3384247	10090|Mus musculus_feces_12				0		
3384600	3384247	10090|Mus musculus_feces_16				0		
3384601	3384247	10090|Mus musculus_feces_20				0		
3384602	3384247	10090|Mus musculus_feces_4				0		
3384603	3384247	10090|Mus musculus_feces_8				0		
3384604	3384247	10090|Mus musculus_ileal_contents				0		
3384605	3384247	10090|Mus musculus_ileal_contents_0				0		
3384606	3384247	10090|Mus musculus_ileal_contents_12				0		
3384607	3384247	10090|Mus musculus_ileal_contents_16				0		
3384608	3384247	10090|Mus musculus_ileal_contents_20				0		
3384609	3384247	10090|Mus musculus_ileal_contents_4				0		
3384610	3384247	10090|Mus musculus_ileal_contents_8				0		
3384611	3384247	10090|Mus musculus_liver				0		
3384612	3384247	10090|Mus musculus_liver_0				0		
3384613	3384247	10090|Mus musculus_liver_12				0		
3384614	3384247	10090|Mus musculus_liver_16				0		
3384615	3384247	10090|Mus musculus_liver_20				0		
3384616	3384247	10090|Mus musculus_liver_4				0		
3384617	3384247	10090|Mus musculus_liver_8				0		
3384618	7	food_bacteria_community				283		
3384619	3384618	Apple				3		
3384620	3384618	Apple_Comm5				3		Acidaminococcus_sp_D21; Bacteroides_caccae_ATCC_43185; Bacteroides_dorei_5_1_36/D4; Bacteroides_fragilis_3_1_12; Bacteroides_sp_2_1_22; Catenibacterium_mitsuokai_DSM_15897; Clostridium_bolteae_ATCC_BAA_613; Clostridium_sp_M62-1; Clostridium_sporogenes_DSM_795; Collinsella_aerofaciens_ATCC_25986; Coprococcus_comes_ATCC_27758
3384621	3384618	Apple_Comm6				3		Dorea_formicigenerans_ATCC_27755; Dorea_longicatena_DSM_13814; Enterococcus_faecalis_DSM_20478; Eubacterium_rectale_ATCC_33656; Mitsuokella_multacida_DSM_20544; Roseburia_intestinalis_L1-82; Ruminococcus_gnavus_ATCC_29149; Ruminococcus_lactaris_ATCC_29176; Acidaminococcus_fermentans_DSM_20731; Anaerostipes_caccae_DSM_14662; Anaerotruncus_colihominis_DSM_17241
3384622	3384618	Apple_Comm7				3		Bacteroides_finegoldii_DSM_17565; Bacteroides_sp_1_1_6; Bifidobacterium_pseudocatenulatum_DSM_20438; Blautia_hansenii_DSM_20583; Butyrivibrio_crossotus_DSM_2876; Clostridium_hylemonae_DSM_15053; Clostridium_leptum_DSM_753; Clostridium_spiroforme_DSM_1552; Coprococcus_eutactus_ATCC_27759; Eubacterium_ventriosum_ATCC_27560; Lactobacillus_plantarum_subsp_plantarum_ATCC_14917
3384623	3384618	Apple_Comm8				3		Subdoligranulum_variabile_DSM_15176; Bacteroides_intestinalis_DSM_17393; Bacteroides_ovatus_ATCC_8483; Bacteroides_plebeius_DSM_17135; Bacteroides_sp_D2; Bacteroides_stercoris_ATCC_43183; Bacteroides_thetaiotaomicron_VPI_5482; Bacteroides_uniformis_ATCC_8492; Bifidobacterium_catenulatum_DSM_16992; Blautia_hydrogenotrophica_DSM_10507; Bryantella_formatexigens_DSM_14469
3384624	3384618	Apple_Comm9				3		Clostridium_scindens_ATCC_35704; Clostridium_sp_L2-50; Enterobacter_cloacae_subsp._cloacae_DSM_30054; Eubacterium_eligens_ATCC_27750; Eubacterium_siraeum_DSM_15702; Faecalibacterium_prausnitzii_A2-165; Holdemania_filiformis_DSM_12042; Phocaeicola_dorei_DSM_17855; Ruminococcus_torques_ATCC_27756; Slackia_exigua_ATCC_700122; Ruminococcus_flavefaciens_DSM_25089
3384625	3384618	Apple_Comm10				3		Adlercreutzia_equolifaciens_DSM_19450; Akkermansia_muciniphila_ATCC_BAA-835; Alistipes_finegoldii_DSM_17242; Alistipes_indistinctus_YIT_12060_DSM_22520; Alistipes_onderdonkii_DSM_19147; Alistipes_shahii_WAL_8301_DSM_19121; Anaerofustis_stercorihominis_DSM_17244; Bacteroides_coprophilus_DSM_18228; Bacteroides_eggerthii_DSM_20697; Bacteroides_sp_3_1_19; Bacteroides_sp_9_1_42FAA
3384626	3384618	Apple_Comm11				3		Bacteroides_vulgatus_ATCC_8482; Burkholderiales_bacterium_1_1_47; Collinsella_stercoris_DSM_13279; Desulfovibrio_piger_ATCC_29098; Eubacterium_biforme_DSM_3989; Eubacterium_dolichum_DSM_3991; Odoribacter_splanchnicus_DSM_20712; Olsenella_uli_DSM_7084; Parabacteroides_distasonis_ATCC_8503; Parabacteroides_merdae_ATCC_43184; Prevotella_copri_DSM_18205; Phocaeicola_coprocola_DSM_17136; Veillonella_dispar_DSM_20735
3384627	3384618	Apple_hComm				6		Acidaminococcus_fermentans_DSM_20731; Acidaminococcus_sp_D21; Adlercreutzia_equolifaciens_DSM_19450; Akkermansia_muciniphila_ATCC_BAA-835; Alistipes_finegoldii_DSM_17242; Alistipes_indistinctus_YIT_12060_DSM_22520; Alistipes_onderdonkii_DSM_19147; Alistipes_shahii_WAL_8301_DSM_19121; Anaerofustis_stercorihominis_DSM_17244; Anaerostipes_caccae_DSM_14662; Anaerotruncus_colihominis_DSM_17241; Bacteroides_caccae_ATCC_43185; Bacteroides_coprophilus_DSM_18228; Bacteroides_dorei_5_1_36/D4; Bacteroides_eggerthii_DSM_20697; Bacteroides_finegoldii_DSM_17565; Bacteroides_fragilis_3_1_12; Bacteroides_intestinalis_DSM_17393; Bacteroides_ovatus_ATCC_8483; Bacteroides_plebeius_DSM_17135; Bacteroides_sp_1_1_6; Bacteroides_sp_2_1_22; Bacteroides_sp_3_1_19; Bacteroides_sp_9_1_42FAA; Bacteroides_sp_D2; Bacteroides_stercoris_ATCC_43183; Bacteroides_thetaiotaomicron_VPI_5482; Bacteroides_uniformis_ATCC_8492; Bacteroides_vulgatus_ATCC_8482; Bifidobacterium_catenulatum_DSM_16992; Bifidobacterium_pseudocatenulatum_DSM_20438; Blautia_hansenii_DSM_20583; Blautia_hydrogenotrophica_DSM_10507; Bryantella_formatexigens_DSM_14469; Burkholderiales_bacterium_1_1_47; Butyrivibrio_crossotus_DSM_2876; Catenibacterium_mitsuokai_DSM_15897; Clostridium_bolteae_ATCC_BAA_613; Clostridium_hylemonae_DSM_15053; Clostridium_leptum_DSM_753; Clostridium_scindens_ATCC_35704; Clostridium_sp_L2-50; Clostridium_sp_M62-1; Clostridium_spiroforme_DSM_1552; Clostridium_sporogenes_DSM_795; Collinsella_aerofaciens_ATCC_25986; Collinsella_stercoris_DSM_13279; Coprococcus_comes_ATCC_27758; Coprococcus_eutactus_ATCC_27759; Desulfovibrio_piger_ATCC_29098; Dorea_formicigenerans_ATCC_27755; Dorea_longicatena_DSM_13814; Enterobacter_cloacae_subsp._cloacae_DSM_30054; Enterococcus_faecalis_DSM_20478; Eubacterium_biforme_DSM_3989; Eubacterium_dolichum_DSM_3991; Eubacterium_eligens_ATCC_27750; Eubacterium_rectale_ATCC_33656; Eubacterium_siraeum_DSM_15702; Eubacterium_ventriosum_ATCC_27560; Faecalibacterium_prausnitzii_A2-165; Holdemania_filiformis_DSM_12042; Lactobacillus_plantarum_subsp_plantarum_ATCC_14917; Mitsuokella_multacida_DSM_20544; Odoribacter_splanchnicus_DSM_20712; Olsenella_uli_DSM_7084; Parabacteroides_distasonis_ATCC_8503; Parabacteroides_merdae_ATCC_43184; Phocaeicola_coprocola_DSM_17136; Phocaeicola_dorei_DSM_17855; Prevotella_copri_DSM_18205; Roseburia_intestinalis_L1-82; Ruminococcus_flavefaciens_DSM_25089; Ruminococcus_gnavus_ATCC_29149; Ruminococcus_lactaris_ATCC_29176; Ruminococcus_torques_ATCC_27756; Slackia_exigua_ATCC_700122; Subdoligranulum_variabile_DSM_15176; Veillonella_dispar_DSM_20735
3384628	3384618	Baby_formula				3		
3384629	3384618	Baby_formula_Comm5				3		Acidaminococcus_sp_D21; Bacteroides_caccae_ATCC_43185; Bacteroides_dorei_5_1_36/D4; Bacteroides_fragilis_3_1_12; Bacteroides_sp_2_1_22; Catenibacterium_mitsuokai_DSM_15897; Clostridium_bolteae_ATCC_BAA_613; Clostridium_sp_M62-1; Clostridium_sporogenes_DSM_795; Collinsella_aerofaciens_ATCC_25986; Coprococcus_comes_ATCC_27758
3384630	3384618	Baby_formula_Comm6				3		Dorea_formicigenerans_ATCC_27755; Dorea_longicatena_DSM_13814; Enterococcus_faecalis_DSM_20478; Eubacterium_rectale_ATCC_33656; Mitsuokella_multacida_DSM_20544; Roseburia_intestinalis_L1-82; Ruminococcus_gnavus_ATCC_29149; Ruminococcus_lactaris_ATCC_29176; Acidaminococcus_fermentans_DSM_20731; Anaerostipes_caccae_DSM_14662; Anaerotruncus_colihominis_DSM_17241
3384631	3384618	Baby_formula_Comm7				3		Bacteroides_finegoldii_DSM_17565; Bacteroides_sp_1_1_6; Bifidobacterium_pseudocatenulatum_DSM_20438; Blautia_hansenii_DSM_20583; Butyrivibrio_crossotus_DSM_2876; Clostridium_hylemonae_DSM_15053; Clostridium_leptum_DSM_753; Clostridium_spiroforme_DSM_1552; Coprococcus_eutactus_ATCC_27759; Eubacterium_ventriosum_ATCC_27560; Lactobacillus_plantarum_subsp_plantarum_ATCC_14917
3384632	3384618	Baby_formula_Comm8				3		Subdoligranulum_variabile_DSM_15176; Bacteroides_intestinalis_DSM_17393; Bacteroides_ovatus_ATCC_8483; Bacteroides_plebeius_DSM_17135; Bacteroides_sp_D2; Bacteroides_stercoris_ATCC_43183; Bacteroides_thetaiotaomicron_VPI_5482; Bacteroides_uniformis_ATCC_8492; Bifidobacterium_catenulatum_DSM_16992; Blautia_hydrogenotrophica_DSM_10507; Bryantella_formatexigens_DSM_14469
3384633	3384618	Baby_formula_Comm9				3		Clostridium_scindens_ATCC_35704; Clostridium_sp_L2-50; Enterobacter_cloacae_subsp._cloacae_DSM_30054; Eubacterium_eligens_ATCC_27750; Eubacterium_siraeum_DSM_15702; Faecalibacterium_prausnitzii_A2-165; Holdemania_filiformis_DSM_12042; Phocaeicola_dorei_DSM_17855; Ruminococcus_torques_ATCC_27756; Slackia_exigua_ATCC_700122; Ruminococcus_flavefaciens_DSM_25089
3384634	3384618	Baby_formula_Comm10				3		Adlercreutzia_equolifaciens_DSM_19450; Akkermansia_muciniphila_ATCC_BAA-835; Alistipes_finegoldii_DSM_17242; Alistipes_indistinctus_YIT_12060_DSM_22520; Alistipes_onderdonkii_DSM_19147; Alistipes_shahii_WAL_8301_DSM_19121; Anaerofustis_stercorihominis_DSM_17244; Bacteroides_coprophilus_DSM_18228; Bacteroides_eggerthii_DSM_20697; Bacteroides_sp_3_1_19; Bacteroides_sp_9_1_42FAA
3384635	3384618	Baby_formula_Comm11				3		Bacteroides_vulgatus_ATCC_8482; Burkholderiales_bacterium_1_1_47; Collinsella_stercoris_DSM_13279; Desulfovibrio_piger_ATCC_29098; Eubacterium_biforme_DSM_3989; Eubacterium_dolichum_DSM_3991; Odoribacter_splanchnicus_DSM_20712; Olsenella_uli_DSM_7084; Parabacteroides_distasonis_ATCC_8503; Parabacteroides_merdae_ATCC_43184; Prevotella_copri_DSM_18205; Phocaeicola_coprocola_DSM_17136; Veillonella_dispar_DSM_20735
3384636	3384618	Baby_formula_hComm				6		Acidaminococcus_fermentans_DSM_20731; Acidaminococcus_sp_D21; Adlercreutzia_equolifaciens_DSM_19450; Akkermansia_muciniphila_ATCC_BAA-835; Alistipes_finegoldii_DSM_17242; Alistipes_indistinctus_YIT_12060_DSM_22520; Alistipes_onderdonkii_DSM_19147; Alistipes_shahii_WAL_8301_DSM_19121; Anaerofustis_stercorihominis_DSM_17244; Anaerostipes_caccae_DSM_14662; Anaerotruncus_colihominis_DSM_17241; Bacteroides_caccae_ATCC_43185; Bacteroides_coprophilus_DSM_18228; Bacteroides_dorei_5_1_36/D4; Bacteroides_eggerthii_DSM_20697; Bacteroides_finegoldii_DSM_17565; Bacteroides_fragilis_3_1_12; Bacteroides_intestinalis_DSM_17393; Bacteroides_ovatus_ATCC_8483; Bacteroides_plebeius_DSM_17135; Bacteroides_sp_1_1_6; Bacteroides_sp_2_1_22; Bacteroides_sp_3_1_19; Bacteroides_sp_9_1_42FAA; Bacteroides_sp_D2; Bacteroides_stercoris_ATCC_43183; Bacteroides_thetaiotaomicron_VPI_5482; Bacteroides_uniformis_ATCC_8492; Bacteroides_vulgatus_ATCC_8482; Bifidobacterium_catenulatum_DSM_16992; Bifidobacterium_pseudocatenulatum_DSM_20438; Blautia_hansenii_DSM_20583; Blautia_hydrogenotrophica_DSM_10507; Bryantella_formatexigens_DSM_14469; Burkholderiales_bacterium_1_1_47; Butyrivibrio_crossotus_DSM_2876; Catenibacterium_mitsuokai_DSM_15897; Clostridium_bolteae_ATCC_BAA_613; Clostridium_hylemonae_DSM_15053; Clostridium_leptum_DSM_753; Clostridium_scindens_ATCC_35704; Clostridium_sp_L2-50; Clostridium_sp_M62-1; Clostridium_spiroforme_DSM_1552; Clostridium_sporogenes_DSM_795; Collinsella_aerofaciens_ATCC_25986; Collinsella_stercoris_DSM_13279; Coprococcus_comes_ATCC_27758; Coprococcus_eutactus_ATCC_27759; Desulfovibrio_piger_ATCC_29098; Dorea_formicigenerans_ATCC_27755; Dorea_longicatena_DSM_13814; Enterobacter_cloacae_subsp._cloacae_DSM_30054; Enterococcus_faecalis_DSM_20478; Eubacterium_biforme_DSM_3989; Eubacterium_dolichum_DSM_3991; Eubacterium_eligens_ATCC_27750; Eubacterium_rectale_ATCC_33656; Eubacterium_siraeum_DSM_15702; Eubacterium_ventriosum_ATCC_27560; Faecalibacterium_prausnitzii_A2-165; Holdemania_filiformis_DSM_12042; Lactobacillus_plantarum_subsp_plantarum_ATCC_14917; Mitsuokella_multacida_DSM_20544; Odoribacter_splanchnicus_DSM_20712; Olsenella_uli_DSM_7084; Parabacteroides_distasonis_ATCC_8503; Parabacteroides_merdae_ATCC_43184; Phocaeicola_coprocola_DSM_17136; Phocaeicola_dorei_DSM_17855; Prevotella_copri_DSM_18205; Roseburia_intestinalis_L1-82; Ruminococcus_flavefaciens_DSM_25089; Ruminococcus_gnavus_ATCC_29149; Ruminococcus_lactaris_ATCC_29176; Ruminococcus_torques_ATCC_27756; Slackia_exigua_ATCC_700122; Subdoligranulum_variabile_DSM_15176; Veillonella_dispar_DSM_20735
3384637	3384618	Burger				14	Burger_0	
3384638	3384618	burger_Comm5				3		Acidaminococcus_sp_D21; Bacteroides_caccae_ATCC_43185; Bacteroides_dorei_5_1_36/D4; Bacteroides_fragilis_3_1_12; Bacteroides_sp_2_1_22; Catenibacterium_mitsuokai_DSM_15897; Clostridium_bolteae_ATCC_BAA_613; Clostridium_sp_M62-1; Clostridium_sporogenes_DSM_795; Collinsella_aerofaciens_ATCC_25986; Coprococcus_comes_ATCC_27758
3384639	3384618	Burger_Comm5				3		Acidaminococcus_sp_D21; Bacteroides_caccae_ATCC_43185; Bacteroides_dorei_5_1_36/D4; Bacteroides_fragilis_3_1_12; Bacteroides_sp_2_1_22; Catenibacterium_mitsuokai_DSM_15897; Clostridium_bolteae_ATCC_BAA_613; Clostridium_sp_M62-1; Clostridium_sporogenes_DSM_795; Collinsella_aerofaciens_ATCC_25986; Coprococcus_comes_ATCC_27758
3384640	3384618	burger_Comm6				3		Dorea_formicigenerans_ATCC_27755; Dorea_longicatena_DSM_13814; Enterococcus_faecalis_DSM_20478; Eubacterium_rectale_ATCC_33656; Mitsuokella_multacida_DSM_20544; Roseburia_intestinalis_L1-82; Ruminococcus_gnavus_ATCC_29149; Ruminococcus_lactaris_ATCC_29176; Acidaminococcus_fermentans_DSM_20731; Anaerostipes_caccae_DSM_14662; Anaerotruncus_colihominis_DSM_17241
3384641	3384618	Burger_Comm6				3		Dorea_formicigenerans_ATCC_27755; Dorea_longicatena_DSM_13814; Enterococcus_faecalis_DSM_20478; Eubacterium_rectale_ATCC_33656; Mitsuokella_multacida_DSM_20544; Roseburia_intestinalis_L1-82; Ruminococcus_gnavus_ATCC_29149; Ruminococcus_lactaris_ATCC_29176; Acidaminococcus_fermentans_DSM_20731; Anaerostipes_caccae_DSM_14662; Anaerotruncus_colihominis_DSM_17241
3384642	3384618	burger_Comm7				3		Bacteroides_finegoldii_DSM_17565; Bacteroides_sp_1_1_6; Bifidobacterium_pseudocatenulatum_DSM_20438; Blautia_hansenii_DSM_20583; Butyrivibrio_crossotus_DSM_2876; Clostridium_hylemonae_DSM_15053; Clostridium_leptum_DSM_753; Clostridium_spiroforme_DSM_1552; Coprococcus_eutactus_ATCC_27759; Eubacterium_ventriosum_ATCC_27560; Lactobacillus_plantarum_subsp_plantarum_ATCC_14917
3384643	3384618	Burger_Comm7				3		Bacteroides_finegoldii_DSM_17565; Bacteroides_sp_1_1_6; Bifidobacterium_pseudocatenulatum_DSM_20438; Blautia_hansenii_DSM_20583; Butyrivibrio_crossotus_DSM_2876; Clostridium_hylemonae_DSM_15053; Clostridium_leptum_DSM_753; Clostridium_spiroforme_DSM_1552; Coprococcus_eutactus_ATCC_27759; Eubacterium_ventriosum_ATCC_27560; Lactobacillus_plantarum_subsp_plantarum_ATCC_14917
3384644	3384618	burger_Comm8				3		Subdoligranulum_variabile_DSM_15176; Bacteroides_intestinalis_DSM_17393; Bacteroides_ovatus_ATCC_8483; Bacteroides_plebeius_DSM_17135; Bacteroides_sp_D2; Bacteroides_stercoris_ATCC_43183; Bacteroides_thetaiotaomicron_VPI_5482; Bacteroides_uniformis_ATCC_8492; Bifidobacterium_catenulatum_DSM_16992; Blautia_hydrogenotrophica_DSM_10507; Bryantella_formatexigens_DSM_14469
3384645	3384618	Burger_Comm8				3		Subdoligranulum_variabile_DSM_15176; Bacteroides_intestinalis_DSM_17393; Bacteroides_ovatus_ATCC_8483; Bacteroides_plebeius_DSM_17135; Bacteroides_sp_D2; Bacteroides_stercoris_ATCC_43183; Bacteroides_thetaiotaomicron_VPI_5482; Bacteroides_uniformis_ATCC_8492; Bifidobacterium_catenulatum_DSM_16992; Blautia_hydrogenotrophica_DSM_10507; Bryantella_formatexigens_DSM_14469
3384646	3384618	burger_Comm9				3		Clostridium_scindens_ATCC_35704; Clostridium_sp_L2-50; Enterobacter_cloacae_subsp._cloacae_DSM_30054; Eubacterium_eligens_ATCC_27750; Eubacterium_siraeum_DSM_15702; Faecalibacterium_prausnitzii_A2-165; Holdemania_filiformis_DSM_12042; Phocaeicola_dorei_DSM_17855; Ruminococcus_torques_ATCC_27756; Slackia_exigua_ATCC_700122; Ruminococcus_flavefaciens_DSM_25089
3384647	3384618	Burger_Comm9				3		Clostridium_scindens_ATCC_35704; Clostridium_sp_L2-50; Enterobacter_cloacae_subsp._cloacae_DSM_30054; Eubacterium_eligens_ATCC_27750; Eubacterium_siraeum_DSM_15702; Faecalibacterium_prausnitzii_A2-165; Holdemania_filiformis_DSM_12042; Phocaeicola_dorei_DSM_17855; Ruminococcus_torques_ATCC_27756; Slackia_exigua_ATCC_700122; Ruminococcus_flavefaciens_DSM_25089
3384648	3384618	burger_Comm10				3		Adlercreutzia_equolifaciens_DSM_19450; Akkermansia_muciniphila_ATCC_BAA-835; Alistipes_finegoldii_DSM_17242; Alistipes_indistinctus_YIT_12060_DSM_22520; Alistipes_onderdonkii_DSM_19147; Alistipes_shahii_WAL_8301_DSM_19121; Anaerofustis_stercorihominis_DSM_17244; Bacteroides_coprophilus_DSM_18228; Bacteroides_eggerthii_DSM_20697; Bacteroides_sp_3_1_19; Bacteroides_sp_9_1_42FAA
3384649	3384618	Burger_Comm10				3		Adlercreutzia_equolifaciens_DSM_19450; Akkermansia_muciniphila_ATCC_BAA-835; Alistipes_finegoldii_DSM_17242; Alistipes_indistinctus_YIT_12060_DSM_22520; Alistipes_onderdonkii_DSM_19147; Alistipes_shahii_WAL_8301_DSM_19121; Anaerofustis_stercorihominis_DSM_17244; Bacteroides_coprophilus_DSM_18228; Bacteroides_eggerthii_DSM_20697; Bacteroides_sp_3_1_19; Bacteroides_sp_9_1_42FAA
3384650	3384618	burger_Comm11				3		Bacteroides_vulgatus_ATCC_8482; Burkholderiales_bacterium_1_1_47; Collinsella_stercoris_DSM_13279; Desulfovibrio_piger_ATCC_29098; Eubacterium_biforme_DSM_3989; Eubacterium_dolichum_DSM_3991; Odoribacter_splanchnicus_DSM_20712; Olsenella_uli_DSM_7084; Parabacteroides_distasonis_ATCC_8503; Parabacteroides_merdae_ATCC_43184; Prevotella_copri_DSM_18205; Phocaeicola_coprocola_DSM_17136; Veillonella_dispar_DSM_20735
3384651	3384618	Burger_Comm11				3		Bacteroides_vulgatus_ATCC_8482; Burkholderiales_bacterium_1_1_47; Collinsella_stercoris_DSM_13279; Desulfovibrio_piger_ATCC_29098; Eubacterium_biforme_DSM_3989; Eubacterium_dolichum_DSM_3991; Odoribacter_splanchnicus_DSM_20712; Olsenella_uli_DSM_7084; Parabacteroides_distasonis_ATCC_8503; Parabacteroides_merdae_ATCC_43184; Prevotella_copri_DSM_18205; Phocaeicola_coprocola_DSM_17136; Veillonella_dispar_DSM_20735
