ID,Parent_ID,SampleType,NCBITaxonomy,Type,NCBIRank,Group_Size,Interventions,Community_composition
3384679,3384618,hComm,NA,NA,NA,NA,NA,Acidaminococcus_fermentans_DSM_20731; Acidaminococcus_sp_D21; Adlercreutzia_equolifaciens_DSM_19450; Akkermansia_muciniphila_ATCC_BAA-835; Alistipes_finegoldii_DSM_17242; Alistipes_indistinctus_YIT_12060_DSM_22520; Alistipes_onderdonkii_DSM_19147; Alistipes_shahii_WAL_8301_DSM_19121; Anaerofustis_stercorihominis_DSM_17244; Anaerostipes_caccae_DSM_14662; Anaerotruncus_colihominis_DSM_17241; Bacteroides_caccae_ATCC_43185; Bacteroides_coprophilus_DSM_18228; Bacteroides_dorei_5_1_36/D4; Bacteroides_eggerthii_DSM_20697; Bacteroides_finegoldii_DSM_17565; Bacteroides_fragilis_3_1_12; Bacteroides_intestinalis_DSM_17393; Bacteroides_ovatus_ATCC_8483; Bacteroides_plebeius_DSM_17135; Bacteroides_sp_1_1_6; Bacteroides_sp_2_1_22; Bacteroides_sp_3_1_19; Bacteroides_sp_9_1_42FAA; Bacteroides_sp_D2; Bacteroides_stercoris_ATCC_43183; Bacteroides_thetaiotaomicron_VPI_5482; Bacteroides_uniformis_ATCC_8492; Bacteroides_vulgatus_ATCC_8482; Bifidobacterium_catenulatum_DSM_16992; Bifidobacterium_pseudocatenulatum_DSM_20438; Blautia_hansenii_DSM_20583; Blautia_hydrogenotrophica_DSM_10507; Bryantella_formatexigens_DSM_14469; Burkholderiales_bacterium_1_1_47; Butyrivibrio_crossotus_DSM_2876; Catenibacterium_mitsuokai_DSM_15897; Clostridium_bolteae_ATCC_BAA_613; Clostridium_hylemonae_DSM_15053; Clostridium_leptum_DSM_753; Clostridium_scindens_ATCC_35704; Clostridium_sp_L2-50; Clostridium_sp_M62-1; Clostridium_spiroforme_DSM_1552; Clostridium_sporogenes_DSM_795; Collinsella_aerofaciens_ATCC_25986; Collinsella_stercoris_DSM_13279; Coprococcus_comes_ATCC_27758; Coprococcus_eutactus_ATCC_27759; Desulfovibrio_piger_ATCC_29098; Dorea_formicigenerans_ATCC_27755; Dorea_longicatena_DSM_13814; Enterobacter_cloacae_subsp._cloacae_DSM_30054; Enterococcus_faecalis_DSM_20478; Eubacterium_biforme_DSM_3989; Eubacterium_dolichum_DSM_3991; Eubacterium_eligens_ATCC_27750; Eubacterium_rectale_ATCC_33656; Eubacterium_siraeum_DSM_15702; Eubacterium_ventriosum_ATCC_27560; Faecalibacterium_prausnitzii_A2-165; Holdemania_filiformis_DSM_12042; Lactobacillus_plantarum_subsp_plantarum_ATCC_14917; Mitsuokella_multacida_DSM_20544; Odoribacter_splanchnicus_DSM_20712; Olsenella_uli_DSM_7084; Parabacteroides_distasonis_ATCC_8503; Parabacteroides_merdae_ATCC_43184; Phocaeicola_coprocola_DSM_17136; Phocaeicola_dorei_DSM_17855; Prevotella_copri_DSM_18205; Roseburia_intestinalis_L1-82; Ruminococcus_flavefaciens_DSM_25089; Ruminococcus_gnavus_ATCC_29149; Ruminococcus_lactaris_ATCC_29176; Ruminococcus_torques_ATCC_27756; Slackia_exigua_ATCC_700122; Subdoligranulum_variabile_DSM_15176; Veillonella_dispar_DSM_20735
3384680,3384618,Onions,NA,NA,NA,NA,NA,NA
3384681,3384618,Onions_Comm5,NA,NA,NA,NA,NA,Acidaminococcus_sp_D21; Bacteroides_caccae_ATCC_43185; Bacteroides_dorei_5_1_36/D4; Bacteroides_fragilis_3_1_12; Bacteroides_sp_2_1_22; Catenibacterium_mitsuokai_DSM_15897; Clostridium_bolteae_ATCC_BAA_613; Clostridium_sp_M62-1; Clostridium_sporogenes_DSM_795; Collinsella_aerofaciens_ATCC_25986; Coprococcus_comes_ATCC_27758
3384682,3384618,Onions_Comm6,NA,NA,NA,NA,NA,Dorea_formicigenerans_ATCC_27755; Dorea_longicatena_DSM_13814; Enterococcus_faecalis_DSM_20478; Eubacterium_rectale_ATCC_33656; Mitsuokella_multacida_DSM_20544; Roseburia_intestinalis_L1-82; Ruminococcus_gnavus_ATCC_29149; Ruminococcus_lactaris_ATCC_29176; Acidaminococcus_fermentans_DSM_20731; Anaerostipes_caccae_DSM_14662; Anaerotruncus_colihominis_DSM_17241
3384683,3384618,Onions_Comm7,NA,NA,NA,NA,NA,Bacteroides_finegoldii_DSM_17565; Bacteroides_sp_1_1_6; Bifidobacterium_pseudocatenulatum_DSM_20438; Blautia_hansenii_DSM_20583; Butyrivibrio_crossotus_DSM_2876; Clostridium_hylemonae_DSM_15053; Clostridium_leptum_DSM_753; Clostridium_spiroforme_DSM_1552; Coprococcus_eutactus_ATCC_27759; Eubacterium_ventriosum_ATCC_27560; Lactobacillus_plantarum_subsp_plantarum_ATCC_14917
3384684,3384618,Onions_Comm8,NA,NA,NA,NA,NA,Subdoligranulum_variabile_DSM_15176; Bacteroides_intestinalis_DSM_17393; Bacteroides_ovatus_ATCC_8483; Bacteroides_plebeius_DSM_17135; Bacteroides_sp_D2; Bacteroides_stercoris_ATCC_43183; Bacteroides_thetaiotaomicron_VPI_5482; Bacteroides_uniformis_ATCC_8492; Bifidobacterium_catenulatum_DSM_16992; Blautia_hydrogenotrophica_DSM_10507; Bryantella_formatexigens_DSM_14469
3384685,3384618,Onions_Comm9,NA,NA,NA,NA,NA,Clostridium_scindens_ATCC_35704; Clostridium_sp_L2-50; Enterobacter_cloacae_subsp._cloacae_DSM_30054; Eubacterium_eligens_ATCC_27750; Eubacterium_siraeum_DSM_15702; Faecalibacterium_prausnitzii_A2-165; Holdemania_filiformis_DSM_12042; Phocaeicola_dorei_DSM_17855; Ruminococcus_torques_ATCC_27756; Slackia_exigua_ATCC_700122; Ruminococcus_flavefaciens_DSM_25089
3384686,3384618,Onions_Comm10,NA,NA,NA,NA,NA,Adlercreutzia_equolifaciens_DSM_19450; Akkermansia_muciniphila_ATCC_BAA-835; Alistipes_finegoldii_DSM_17242; Alistipes_indistinctus_YIT_12060_DSM_22520; Alistipes_onderdonkii_DSM_19147; Alistipes_shahii_WAL_8301_DSM_19121; Anaerofustis_stercorihominis_DSM_17244; Bacteroides_coprophilus_DSM_18228; Bacteroides_eggerthii_DSM_20697; Bacteroides_sp_3_1_19; Bacteroides_sp_9_1_42FAA
3384687,3384618,Onions_Comm11,NA,NA,NA,NA,NA,Bacteroides_vulgatus_ATCC_8482; Burkholderiales_bacterium_1_1_47; Collinsella_stercoris_DSM_13279; Desulfovibrio_piger_ATCC_29098; Eubacterium_biforme_DSM_3989; Eubacterium_dolichum_DSM_3991; Odoribacter_splanchnicus_DSM_20712; Olsenella_uli_DSM_7084; Parabacteroides_distasonis_ATCC_8503; Parabacteroides_merdae_ATCC_43184; Prevotella_copri_DSM_18205; Phocaeicola_coprocola_DSM_17136; Veillonella_dispar_DSM_20735
3384688,3384618,Onions_hComm,NA,NA,NA,NA,NA,Acidaminococcus_fermentans_DSM_20731; Acidaminococcus_sp_D21; Adlercreutzia_equolifaciens_DSM_19450; Akkermansia_muciniphila_ATCC_BAA-835; Alistipes_finegoldii_DSM_17242; Alistipes_indistinctus_YIT_12060_DSM_22520; Alistipes_onderdonkii_DSM_19147; Alistipes_shahii_WAL_8301_DSM_19121; Anaerofustis_stercorihominis_DSM_17244; Anaerostipes_caccae_DSM_14662; Anaerotruncus_colihominis_DSM_17241; Bacteroides_caccae_ATCC_43185; Bacteroides_coprophilus_DSM_18228; Bacteroides_dorei_5_1_36/D4; Bacteroides_eggerthii_DSM_20697; Bacteroides_finegoldii_DSM_17565; Bacteroides_fragilis_3_1_12; Bacteroides_intestinalis_DSM_17393; Bacteroides_ovatus_ATCC_8483; Bacteroides_plebeius_DSM_17135; Bacteroides_sp_1_1_6; Bacteroides_sp_2_1_22; Bacteroides_sp_3_1_19; Bacteroides_sp_9_1_42FAA; Bacteroides_sp_D2; Bacteroides_stercoris_ATCC_43183; Bacteroides_thetaiotaomicron_VPI_5482; Bacteroides_uniformis_ATCC_8492; Bacteroides_vulgatus_ATCC_8482; Bifidobacterium_catenulatum_DSM_16992; Bifidobacterium_pseudocatenulatum_DSM_20438; Blautia_hansenii_DSM_20583; Blautia_hydrogenotrophica_DSM_10507; Bryantella_formatexigens_DSM_14469; Burkholderiales_bacterium_1_1_47; Butyrivibrio_crossotus_DSM_2876; Catenibacterium_mitsuokai_DSM_15897; Clostridium_bolteae_ATCC_BAA_613; Clostridium_hylemonae_DSM_15053; Clostridium_leptum_DSM_753; Clostridium_scindens_ATCC_35704; Clostridium_sp_L2-50; Clostridium_sp_M62-1; Clostridium_spiroforme_DSM_1552; Clostridium_sporogenes_DSM_795; Collinsella_aerofaciens_ATCC_25986; Collinsella_stercoris_DSM_13279; Coprococcus_comes_ATCC_27758; Coprococcus_eutactus_ATCC_27759; Desulfovibrio_piger_ATCC_29098; Dorea_formicigenerans_ATCC_27755; Dorea_longicatena_DSM_13814; Enterobacter_cloacae_subsp._cloacae_DSM_30054; Enterococcus_faecalis_DSM_20478; Eubacterium_biforme_DSM_3989; Eubacterium_dolichum_DSM_3991; Eubacterium_eligens_ATCC_27750; Eubacterium_rectale_ATCC_33656; Eubacterium_siraeum_DSM_15702; Eubacterium_ventriosum_ATCC_27560; Faecalibacterium_prausnitzii_A2-165; Holdemania_filiformis_DSM_12042; Lactobacillus_plantarum_subsp_plantarum_ATCC_14917; Mitsuokella_multacida_DSM_20544; Odoribacter_splanchnicus_DSM_20712; Olsenella_uli_DSM_7084; Parabacteroides_distasonis_ATCC_8503; Parabacteroides_merdae_ATCC_43184; Phocaeicola_coprocola_DSM_17136; Phocaeicola_dorei_DSM_17855; Prevotella_copri_DSM_18205; Roseburia_intestinalis_L1-82; Ruminococcus_flavefaciens_DSM_25089; Ruminococcus_gnavus_ATCC_29149; Ruminococcus_lactaris_ATCC_29176; Ruminococcus_torques_ATCC_27756; Slackia_exigua_ATCC_700122; Subdoligranulum_variabile_DSM_15176; Veillonella_dispar_DSM_20735
3384689,3384618,Xenobiotics,NA,NA,NA,NA,NA,NA
3384690,3384618,Xenobiotics_Comm5,NA,NA,NA,NA,NA,Acidaminococcus_sp_D21; Bacteroides_caccae_ATCC_43185; Bacteroides_dorei_5_1_36/D4; Bacteroides_fragilis_3_1_12; Bacteroides_sp_2_1_22; Catenibacterium_mitsuokai_DSM_15897; Clostridium_bolteae_ATCC_BAA_613; Clostridium_sp_M62-1; Clostridium_sporogenes_DSM_795; Collinsella_aerofaciens_ATCC_25986; Coprococcus_comes_ATCC_27758
3384691,3384618,Xenobiotics_Comm6,NA,NA,NA,NA,NA,Dorea_formicigenerans_ATCC_27755; Dorea_longicatena_DSM_13814; Enterococcus_faecalis_DSM_20478; Eubacterium_rectale_ATCC_33656; Mitsuokella_multacida_DSM_20544; Roseburia_intestinalis_L1-82; Ruminococcus_gnavus_ATCC_29149; Ruminococcus_lactaris_ATCC_29176; Acidaminococcus_fermentans_DSM_20731; Anaerostipes_caccae_DSM_14662; Anaerotruncus_colihominis_DSM_17241
3384692,3384618,Xenobiotics_Comm7,NA,NA,NA,NA,NA,Bacteroides_finegoldii_DSM_17565; Bacteroides_sp_1_1_6; Bifidobacterium_pseudocatenulatum_DSM_20438; Blautia_hansenii_DSM_20583; Butyrivibrio_crossotus_DSM_2876; Clostridium_hylemonae_DSM_15053; Clostridium_leptum_DSM_753; Clostridium_spiroforme_DSM_1552; Coprococcus_eutactus_ATCC_27759; Eubacterium_ventriosum_ATCC_27560; Lactobacillus_plantarum_subsp_plantarum_ATCC_14917
3384693,3384618,Xenobiotics_Comm8,NA,NA,NA,NA,NA,Subdoligranulum_variabile_DSM_15176; Bacteroides_intestinalis_DSM_17393; Bacteroides_ovatus_ATCC_8483; Bacteroides_plebeius_DSM_17135; Bacteroides_sp_D2; Bacteroides_stercoris_ATCC_43183; Bacteroides_thetaiotaomicron_VPI_5482; Bacteroides_uniformis_ATCC_8492; Bifidobacterium_catenulatum_DSM_16992; Blautia_hydrogenotrophica_DSM_10507; Bryantella_formatexigens_DSM_14469
3384694,3384618,Xenobiotics_Comm9,NA,NA,NA,NA,NA,Clostridium_scindens_ATCC_35704; Clostridium_sp_L2-50; Enterobacter_cloacae_subsp._cloacae_DSM_30054; Eubacterium_eligens_ATCC_27750; Eubacterium_siraeum_DSM_15702; Faecalibacterium_prausnitzii_A2-165; Holdemania_filiformis_DSM_12042; Phocaeicola_dorei_DSM_17855; Ruminococcus_torques_ATCC_27756; Slackia_exigua_ATCC_700122; Ruminococcus_flavefaciens_DSM_25089
3384695,3384618,Xenobiotics_Comm10,NA,NA,NA,NA,NA,Adlercreutzia_equolifaciens_DSM_19450; Akkermansia_muciniphila_ATCC_BAA-835; Alistipes_finegoldii_DSM_17242; Alistipes_indistinctus_YIT_12060_DSM_22520; Alistipes_onderdonkii_DSM_19147; Alistipes_shahii_WAL_8301_DSM_19121; Anaerofustis_stercorihominis_DSM_17244; Bacteroides_coprophilus_DSM_18228; Bacteroides_eggerthii_DSM_20697; Bacteroides_sp_3_1_19; Bacteroides_sp_9_1_42FAA
3384696,3384618,Xenobiotics_Comm11,NA,NA,NA,NA,NA,Bacteroides_vulgatus_ATCC_8482; Burkholderiales_bacterium_1_1_47; Collinsella_stercoris_DSM_13279; Desulfovibrio_piger_ATCC_29098; Eubacterium_biforme_DSM_3989; Eubacterium_dolichum_DSM_3991; Odoribacter_splanchnicus_DSM_20712; Olsenella_uli_DSM_7084; Parabacteroides_distasonis_ATCC_8503; Parabacteroides_merdae_ATCC_43184; Prevotella_copri_DSM_18205; Phocaeicola_coprocola_DSM_17136; Veillonella_dispar_DSM_20735
3384697,3384618,Xenobiotics_hComm,NA,NA,NA,NA,NA,Acidaminococcus_fermentans_DSM_20731; Acidaminococcus_sp_D21; Adlercreutzia_equolifaciens_DSM_19450; Akkermansia_muciniphila_ATCC_BAA-835; Alistipes_finegoldii_DSM_17242; Alistipes_indistinctus_YIT_12060_DSM_22520; Alistipes_onderdonkii_DSM_19147; Alistipes_shahii_WAL_8301_DSM_19121; Anaerofustis_stercorihominis_DSM_17244; Anaerostipes_caccae_DSM_14662; Anaerotruncus_colihominis_DSM_17241; Bacteroides_caccae_ATCC_43185; Bacteroides_coprophilus_DSM_18228; Bacteroides_dorei_5_1_36/D4; Bacteroides_eggerthii_DSM_20697; Bacteroides_finegoldii_DSM_17565; Bacteroides_fragilis_3_1_12; Bacteroides_intestinalis_DSM_17393; Bacteroides_ovatus_ATCC_8483; Bacteroides_plebeius_DSM_17135; Bacteroides_sp_1_1_6; Bacteroides_sp_2_1_22; Bacteroides_sp_3_1_19; Bacteroides_sp_9_1_42FAA; Bacteroides_sp_D2; Bacteroides_stercoris_ATCC_43183; Bacteroides_thetaiotaomicron_VPI_5482; Bacteroides_uniformis_ATCC_8492; Bacteroides_vulgatus_ATCC_8482; Bifidobacterium_catenulatum_DSM_16992; Bifidobacterium_pseudocatenulatum_DSM_20438; Blautia_hansenii_DSM_20583; Blautia_hydrogenotrophica_DSM_10507; Bryantella_formatexigens_DSM_14469; Burkholderiales_bacterium_1_1_47; Butyrivibrio_crossotus_DSM_2876; Catenibacterium_mitsuokai_DSM_15897; Clostridium_bolteae_ATCC_BAA_613; Clostridium_hylemonae_DSM_15053; Clostridium_leptum_DSM_753; Clostridium_scindens_ATCC_35704; Clostridium_sp_L2-50; Clostridium_sp_M62-1; Clostridium_spiroforme_DSM_1552; Clostridium_sporogenes_DSM_795; Collinsella_aerofaciens_ATCC_25986; Collinsella_stercoris_DSM_13279; Coprococcus_comes_ATCC_27758; Coprococcus_eutactus_ATCC_27759; Desulfovibrio_piger_ATCC_29098; Dorea_formicigenerans_ATCC_27755; Dorea_longicatena_DSM_13814; Enterobacter_cloacae_subsp._cloacae_DSM_30054; Enterococcus_faecalis_DSM_20478; Eubacterium_biforme_DSM_3989; Eubacterium_dolichum_DSM_3991; Eubacterium_eligens_ATCC_27750; Eubacterium_rectale_ATCC_33656; Eubacterium_siraeum_DSM_15702; Eubacterium_ventriosum_ATCC_27560; Faecalibacterium_prausnitzii_A2-165; Holdemania_filiformis_DSM_12042; Lactobacillus_plantarum_subsp_plantarum_ATCC_14917; Mitsuokella_multacida_DSM_20544; Odoribacter_splanchnicus_DSM_20712; Olsenella_uli_DSM_7084; Parabacteroides_distasonis_ATCC_8503; Parabacteroides_merdae_ATCC_43184; Phocaeicola_coprocola_DSM_17136; Phocaeicola_dorei_DSM_17855; Prevotella_copri_DSM_18205; Roseburia_intestinalis_L1-82; Ruminococcus_flavefaciens_DSM_25089; Ruminococcus_gnavus_ATCC_29149; Ruminococcus_lactaris_ATCC_29176; Ruminococcus_torques_ATCC_27756; Slackia_exigua_ATCC_700122; Subdoligranulum_variabile_DSM_15176; Veillonella_dispar_DSM_20735
3384698,3384198,early_life_0,NA,NA,NA,NA,NA,NA
3384699,3384198,early_life_15,NA,NA,NA,NA,NA,NA
3384700,3384198,early_life_30,NA,NA,NA,NA,NA,NA
3384701,3384198,early_life_60,NA,NA,NA,NA,NA,NA
3384702,3384198,early_life_90,NA,NA,NA,NA,NA,NA
3384703,3384198,early_life_120,NA,NA,NA,NA,NA,NA
3384704,3384198,early_life_180,NA,NA,NA,NA,NA,NA
3384705,3384198,human_aging_50_55,NA,NA,NA,NA,NA,NA
3384706,3384198,human_aging_55_60,NA,NA,NA,NA,NA,NA
3384707,3384198,human_aging_60_65,NA,NA,NA,NA,NA,NA
3384708,3384198,human_aging_65_70,NA,NA,NA,NA,NA,NA
3384709,3384198,human_aging_70_75,NA,NA,NA,NA,NA,NA
3384710,3384198,human_aging_75_80,NA,NA,NA,NA,NA,NA
3384711,3384198,human_aging_80_85,NA,NA,NA,NA,NA,NA
3384712,3384198,human_aging_85_90,NA,NA,NA,NA,NA,NA
3384713,3384198,human_aging_90_95,NA,NA,NA,NA,NA,NA
3384714,3384198,human_aging_95_100,NA,NA,NA,NA,NA,NA
3384715,20,colon_simulator,NA,NA,NA,NA,NA,NA
3384716,3384713,Accending_V1_pH_5.5_24_Control,NA,NA,NA,NA,NA,NA
3384717,3384713,Accending_V1_pH_5.5_24_polydextrose_fiber,NA,NA,NA,NA,NA,NA
3384718,3384713,Accending_V1_pH_5.5_48_Control,NA,NA,NA,NA,NA,NA
3384719,3384713,Accending_V1_pH_5.5_48_polydextrose_fiber,NA,NA,NA,NA,NA,NA
3384720,3384713,colon_simulator_blank,NA,NA,NA,NA,NA,NA
3384721,3384713,colon_simulator_medium,NA,NA,NA,NA,NA,NA
3384722,3384713,colon_simulator_Qc_pool,NA,NA,NA,NA,NA,NA
3384723,3384713,Decending_V3_pH_6.5_24_Control,NA,NA,NA,NA,NA,NA
3384724,3384713,Decending_V3_pH_6.5_24_polydextrose_fiber,NA,NA,NA,NA,NA,NA
3384725,3384713,Decending_V3_pH_6.5_48_Control,NA,NA,NA,NA,NA,NA
3384726,3384713,Decending_V3_pH_6.5_48_polydextrose_fiber,NA,NA,NA,NA,NA,NA
3384727,3384713,Sigmoid_V4_pH_7_24_Control,NA,NA,NA,NA,NA,NA
3384728,3384713,Sigmoid_V4_pH_7_24_polydextrose_fiber,NA,NA,NA,NA,NA,NA
3384729,3384713,Sigmoid_V4_pH_7_48_Control,NA,NA,NA,NA,NA,NA
3384730,3384713,Sigmoid_V4_pH_7_48_polydextrose_fiber,NA,NA,NA,NA,NA,NA
3384731,3384713,Transverse _V2_pH_6_24_Control,NA,NA,NA,NA,NA,NA
3384732,3384713,Transverse _V2_pH_6_24_polydextrose_fiber,NA,NA,NA,NA,NA,NA
3384733,3384713,Transverse _V2_pH_6_48_Control,NA,NA,NA,NA,NA,NA
3384734,3384713,Transverse _V2_pH_6_48_polydextrose_fiber,NA,NA,NA,NA,NA,NA
3384735,3384292,Bacteroides_caccae_CDHMUM8_drug_T0,NA,NA,NA,NA,NA,NA
3384736,3384292,Bacteroides_caccae_CDHMUM8_drug_T72,NA,NA,NA,NA,NA,NA
3384737,3384292,Bacteroides_caccae_CDHMUM8_T0,NA,NA,NA,NA,NA,NA
3384738,3384292,Bacteroides_caccae_CDHMUM8_T72,NA,NA,NA,NA,NA,NA
3384739,3384292,Bacteroides_cellulosilyticus_CD11_BruG_drug_T0,NA,NA,NA,NA,NA,NA
3384740,3384292,Bacteroides_cellulosilyticus_CD11_BruG_drug_T72,NA,NA,NA,NA,NA,NA
3384741,3384292,Bacteroides_cellulosilyticus_CD11_BruG_T0,NA,NA,NA,NA,NA,NA
3384742,3384292,Bacteroides_cellulosilyticus_CD11_BruG_T72,NA,NA,NA,NA,NA,NA
3384743,3384292,Bacteroides_fragilis_HI_110723_9_drug_T0,NA,NA,NA,NA,NA,NA
3384744,3384292,Bacteroides_fragilis_HI_110723_9_drug_T72,NA,NA,NA,NA,NA,NA
3384745,3384292,Bacteroides_fragilis_HI_110723_9_T0,NA,NA,NA,NA,NA,NA
3384746,3384292,Bacteroides_fragilis_HI_110723_9_T72,NA,NA,NA,NA,NA,NA
3384747,3384292,Bacteroides_luhongzhouii_A48_AnI_drug_T0,NA,NA,NA,NA,NA,NA
3384748,3384292,Bacteroides_luhongzhouii_A48_AnI_drug_T72,NA,NA,NA,NA,NA,NA
3384749,3384292,Bacteroides_luhongzhouii_A48_AnI_T0,NA,NA,NA,NA,NA,NA
3384750,3384292,Bacteroides_luhongzhouii_A48_AnI_T72,NA,NA,NA,NA,NA,NA
3384751,3384292,Bacteroides_thetaiotaomicron_CD5_drug_T0,NA,NA,NA,NA,NA,NA
3384752,3384292,Bacteroides_thetaiotaomicron_CD5_drug_T72,NA,NA,NA,NA,NA,NA
3384753,3384292,Bacteroides_thetaiotaomicron_CD5_T0,NA,NA,NA,NA,NA,NA
3384754,3384292,Bacteroides_thetaiotaomicron_CD5_T72,NA,NA,NA,NA,NA,NA
3384755,3384292,Bacteroides_uniformis_CD15AnD_drug_T0,NA,NA,NA,NA,NA,NA
3384756,3384292,Bacteroides_uniformis_CD15AnD_drug_T72,NA,NA,NA,NA,NA,NA
3384757,3384292,Bacteroides_uniformis_CD15AnD_T0,NA,NA,NA,NA,NA,NA
3384758,3384292,Bacteroides_uniformis_CD15AnD_T72,NA,NA,NA,NA,NA,NA
3384759,3384292,Bacteroides_vulgatus_A15UNF_drug_T0,NA,NA,NA,NA,NA,NA
3384760,3384292,Bacteroides_vulgatus_A15UNF_drug_T72,NA,NA,NA,NA,NA,NA
3384761,3384292,Bacteroides_vulgatus_A15UNF_T0,NA,NA,NA,NA,NA,NA
3384762,3384292,Bacteroides_vulgatus_A15UNF_T72,NA,NA,NA,NA,NA,NA
3384763,3384292,BHIS_T0,NA,NA,NA,NA,NA,NA
3384764,3384292,BHIS_T0_drug_BA,NA,NA,NA,NA,NA,NA
3384765,3384292,BHIS_T72,NA,NA,NA,NA,NA,NA
3384766,3384292,BHIS_T72_drug_BA,NA,NA,NA,NA,NA,NA
3384767,3384292,BruPT-FE_drug_BA_T0,NA,NA,NA,NA,NA,NA
3384768,3384292,BruPT-FE_drug_BA_T72,NA,NA,NA,NA,NA,NA
3384769,3384292,BruPT-FE_T0,NA,NA,NA,NA,NA,NA
3384770,3384292,BruPT-FE_T72,NA,NA,NA,NA,NA,NA
3384771,3384292,cCOM_drug_T0,NA,NA,NA,NA,NA,NA
3384772,3384292,cCOM_drug_T72,NA,NA,NA,NA,NA,NA
3384773,3384292,cCOM_T0,NA,NA,NA,NA,NA,NA
3384774,3384292,cCOM_T72,NA,NA,NA,NA,NA,NA
3384775,3384292,Clostridium_innocuum_CrfA_drug_T0,NA,NA,NA,NA,NA,NA
3384776,3384292,Clostridium_innocuum_CrfA_drug_T72,NA,NA,NA,NA,NA,NA
3384777,3384292,Clostridium_innocuum_CrfA_T0,NA,NA,NA,NA,NA,NA
3384778,3384292,Clostridium_innocuum_CrfA_T72,NA,NA,NA,NA,NA,NA
3384779,3384292,Clostridium_symbiosum_CD11_drug_T0,NA,NA,NA,NA,NA,NA
3384780,3384292,Clostridium_symbiosum_CD11_drug_T72,NA,NA,NA,NA,NA,NA
3384781,3384292,Clostridium_symbiosum_CD11_T0,NA,NA,NA,NA,NA,NA
3384782,3384292,Clostridium_symbiosum_CD11_T72,NA,NA,NA,NA,NA,NA
3384783,3384292,Enterocloster_bolteae_A14CFS_drug_T0,NA,NA,NA,NA,NA,NA
3384784,3384292,Enterocloster_bolteae_A14CFS_drug_T72,NA,NA,NA,NA,NA,NA
3384785,3384292,Enterocloster_bolteae_A14CFS_T0,NA,NA,NA,NA,NA,NA
3384786,3384292,Enterocloster_bolteae_A14CFS_T72,NA,NA,NA,NA,NA,NA
3384787,3384292,Erysipelatoclostridium_ramosum_CD4_drug_T0,NA,NA,NA,NA,NA,NA
3384788,3384292,Erysipelatoclostridium_ramosum_CD4_drug_T72,NA,NA,NA,NA,NA,NA
3384789,3384292,Erysipelatoclostridium_ramosum_CD4_T0,NA,NA,NA,NA,NA,NA
3384790,3384292,Erysipelatoclostridium_ramosum_CD4_T72,NA,NA,NA,NA,NA,NA
3384791,3384292,Parabacteroides_distasonis_A04A_drug_T0,NA,NA,NA,NA,NA,NA
3384792,3384292,Parabacteroides_distasonis_A04A_drug_T72,NA,NA,NA,NA,NA,NA
3384793,3384292,Parabacteroides_distasonis_A04A_T0,NA,NA,NA,NA,NA,NA
3384794,3384292,Parabacteroides_distasonis_A04A_T72,NA,NA,NA,NA,NA,NA
3384795,3384292,RCM_T0,NA,NA,NA,NA,NA,NA
3384796,3384292,RCM_T0_drug_BA,NA,NA,NA,NA,NA,NA
3384797,3384292,RCM_T72,NA,NA,NA,NA,NA,NA
3384798,3384292,RCM_T72_drug_BA,NA,NA,NA,NA,NA,NA
3384799,3384206,high-fat streptozotocin,NA,NA,NA,NA,NA,NA
3384800,3384206,high-fat streptozotocin reverse,NA,NA,NA,NA,NA,NA
3384801,3384206,hight-fat reverse,NA,NA,NA,NA,NA,NA
3384802,3384206,iron-deficient,NA,NA,NA,NA,NA,NA
3384803,3384216,Control pre mice sleep disruption,NA,NA,NA,NA,NA,NA
3384804,3384216,Control mice sleep disruption day 4,NA,NA,NA,NA,NA,NA
3384805,3384216,Control mice sleep disruption day 2,NA,NA,NA,NA,NA,NA
3384806,3384216,mice sleep disruption day 2,NA,NA,NA,NA,NA,NA
3384807,3384216,mice sleep disruption day 4,NA,NA,NA,NA,NA,NA
3384808,3384216,pre mice sleep disruption,NA,NA,NA,NA,NA,NA
3384809,3384193,"6mp, VSL #3",NA,NA,NA,NA,NA,NA
3384810,3384193,"acetaminophe, diphenhydramine, infliximab",NA,NA,NA,NA,NA,NA
3384811,3384193,"acetaminophen, diphenhydramine, infliximab, balsalazide",NA,NA,NA,NA,NA,NA
3384812,3384193,"azathioprine, sulfasalazine, prednisone, azithromycin, florastor",NA,NA,NA,NA,NA,NA
3384813,3384193,"diphenhydramine, infliximab",NA,NA,NA,NA,NA,NA
3384814,3384193,humira,NA,NA,NA,NA,NA,NA
3384815,3384193,"hydrocortisone sodium succinate, vedolizumab, mesalamine",NA,NA,NA,NA,NA,NA
3384816,3384193,infliximab,NA,NA,NA,NA,NA,NA
3384817,3384193,"infliximab, prednisone, azathioprine, mesalamine enemas, lactobacillus acidophilus",NA,NA,NA,NA,NA,NA
3384818,3384193,"mercaptopurine, balsalazide",NA,NA,NA,NA,NA,NA
3384819,3384193,"mercaptopurine, lialda, amoxicillin",NA,NA,NA,NA,NA,NA
3384820,3384193,"remicade, culturelle",NA,NA,NA,NA,NA,NA
3384821,3384193,sulfasalazine,NA,NA,NA,NA,NA,NA
3384822,3384193,"sulfasalazine, budesonide, probiotic gummy",NA,NA,NA,NA,NA,NA
3384823,3384191,yogurt,NA,NA,NA,NA,NA,NA
